City,Car Name,Price,Year,Mileage,Fuel Type,Transmission,Car URL
New Delhi,2017 Hyundai Creta 1.6 VTVT E Plus,"₹7.15 Lakh
Compare","26,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-vtvt-e-plus-cars-New-Delhi_a88d7239-a785-42e8-8d11-f22ad051ff27.htm
New Delhi,2021 Toyota Innova Crysta 2.4 ZX 7 STR AT,"₹22.25 Lakh
Compare","42,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-24-zx-7-str-at-cars-New-Delhi_2976b16b-491d-4a10-aa55-48bfc35e5823.htm?adId=3036&adType=41
New Delhi,2021 MG Astor Savvy CVT Red BSVI,"₹12.75 Lakh
Compare","31,052 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mg-astor-savvy-cvt-red-bsvi-cars-New-Delhi_659274fc-d6fc-4237-8e93-33c05c573852.htm
New Delhi,2021 Hyundai Creta E BSVI,"₹11.35 Lakh
Compare","15,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-creta-e-bsvi-cars-New-Delhi_f9239e17-c16f-4e41-ac31-438d1076138a.htm
New Delhi,2021 Kia Seltos HTX G,"₹12.75 Lakh
Compare","5,800 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-g-cars-New-Delhi_5361bb8a-d160-41c8-8d8a-82df96a6292e.htm
New Delhi,2019 Mahindra XUV500 W11 BSIV,"₹10.65 Lakh
Compare","73,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w11-bsiv-cars-New-Delhi_e8c5c13e-db90-4d2d-881a-70bcf9b5b845.htm?adId=4005&adType=41
New Delhi,2021 Kia Carnival Premium,"₹23.50 Lakh
Compare","55,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Kia-carnival-premium-cars-New-Delhi_c310ff0c-feaa-4e31-8a22-f534000b80bb.htm
New Delhi,2016 Mercedes-Benz S-Class S 350 d,"₹35.90 Lakh
Compare","62,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s-350-d-cars-New-Delhi_4042b956-792e-434a-88ba-051298078909.htm
New Delhi,2020 Kia Carnival Premium,"₹20.45 Lakh
Compare","89,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Kia-carnival-premium-cars-New-Delhi_7b498ef8-d718-499a-9f4b-3a15407a8e01.htm
New Delhi,2020 Audi A6 45 TFSI Premium Plus BSVI,"₹41 Lakh
Compare","79,310 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a6-45-tfsi-premium-plus-bsvi-cars-New-Delhi_7891c6d3-58ec-4e36-823b-4f3c1ceea510.htm?adId=2245&adType=41
New Delhi,2016 Hyundai Verna 1.6 VTVT SX,"₹4.75 Lakh
Compare","58,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-verna-16-vtvt-sx-cars-New-Delhi_a3ebee73-54ab-4626-afda-238c980b88f5.htm
New Delhi,2019 Honda City V MT,"₹6.75 Lakh
Compare","95,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Honda-city-v-mt-cars-New-Delhi_a29e3233-0d39-46d2-9870-796027f860ce.htm
New Delhi,2019 Mahindra XUV500 W11 AT BSIV,"₹12.50 Lakh
Compare","35,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w11-at-bsiv-cars-New-Delhi_c4bdba2f-0759-4870-8aca-6c454027a5e6.htm
New Delhi,2015 Audi A6 35 TFSI,"₹15 Lakh
Compare","77,570 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a6-35-tfsi-cars-New-Delhi_132150c8-f8d0-4c1e-9688-eccb96ba242c.htm?adId=1840&adType=41
New Delhi,2018 BMW X1 sDrive 20d xLine,"₹22.90 Lakh
Compare","66,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive-20d-xline-cars-New-Delhi_030ab5d2-05f6-4ada-8d7e-e9ce7f7550c1.htm
New Delhi,2018 BMW 5 Series 520d Luxury Line,"₹29.75 Lakh
Compare","20,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-New-Delhi_a082a326-96a2-4abd-b8fa-9b4a49155f65.htm
New Delhi,2021 Kia Seltos HTX G,"₹13.50 Lakh
Compare","16,200 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-g-cars-New-Delhi_d681efc1-f01a-4730-8e00-4459f8233d86.htm
New Delhi,2017 Mercedes-Benz C-Class 220 CDI AT,"₹17.50 Lakh
Compare","2,02,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-220-cdi-at-cars-New-Delhi_1e0bde08-fd50-426c-95ce-fd6426027bb1.htm?adId=1841&adType=41
New Delhi,2021 Hyundai Venue S,"₹6.40 Lakh
Compare","53,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-venue-s-cars-New-Delhi_5333f2c6-2a35-442a-b4ec-9d7ae30d286b.htm
New Delhi,2018 BMW 5 Series 530i Sport Line,"₹36.90 Lakh
Compare","61,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-5-series-530i-sport-line-cars-New-Delhi_7cf79bec-63ed-4335-8f70-9272b5b95f6f.htm
New Delhi,2020 Kia Seltos HTX G,"₹11.35 Lakh
Compare","34,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-g-cars-New-Delhi_305e75d4-834a-42d9-966a-2b0f8c9d00ed.htm
New Delhi,2019 Maruti Ciaz Sigma BSIV,"₹6.50 Lakh
Compare","58,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-sigma-bsiv-cars-New-Delhi_eb933946-7bdf-44d5-a664-8da71db8df42.htm?adId=4013&adType=41
New Delhi,2022 Kia Seltos HTX G,"₹12.89 Lakh
Compare","14,880 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-g-cars-New-Delhi_06606f7d-9437-4272-9799-1636f6c22f6f.htm
New Delhi,2020 Hyundai i20 Sportz BSVI,"₹6.35 Lakh
Compare","55,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-i20-sportz-bsvi-cars-New-Delhi_701ac4aa-11db-46d9-a760-f425adab0f9a.htm
New Delhi,2021 Maruti XL6 Alpha AT,"₹9.29 Lakh
Compare","42,336 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-xl6-alpha-at-cars-New-Delhi_c37fa446-c2c1-4d50-a3f8-fab2ad50490b.htm
New Delhi,2020 Land Rover Discovery Sport Dynamic SE Diesel,"₹45 Lakh
Compare","60,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Land-rover-discovery-sport-dynamic-se-diesel-cars-New-Delhi_5289ec4e-91b4-4210-8499-dcef3893b932.htm?adId=3641&adType=41
New Delhi,2022 Hyundai Alcazar 1.5 Signature (O) 7-Seater Diesel AT,"₹15.90 Lakh
Compare","39,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-alcazar-15-signature-o-7-seater-diesel-at-cars-New-Delhi_ba0ed371-e45a-48b2-a215-c7814178fe64.htm
New Delhi,2018 Jeep Compass 2.0 Sport,"₹8.92 Lakh
Compare","37,031 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-sport-cars-New-Delhi_646d57ee-c94c-4358-b7e9-db450b676b93.htm
New Delhi,2018 Toyota Fortuner 2.8 2WD MT BSIV,"₹24.75 Lakh
Compare","78,053 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-28-2wd-mt-bsiv-cars-New-Delhi_1a4e053b-3acb-4b0c-890b-1d50de480c36.htm
New Delhi,2021 Kia Carnival Premium,"₹24 Lakh
Compare","51,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Kia-carnival-premium-cars-New-Delhi_67ab48fe-3095-425f-9a33-568acc03d3ad.htm?adId=2756&adType=41
New Delhi,2018 Ford Endeavour 2.2 Titanium AT 4X2,"₹22 Lakh
Compare","89,900 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Ford-endeavour-22-titanium-at-4x2-cars-New-Delhi_73172d34-be85-4756-8df0-bec6d5a0ebb1.htm
New Delhi,2023 Kia Sonet HTX Turbo iMT BSVI,"₹11.50 Lakh
Compare","14,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-sonet-htx-turbo-imt-bsvi-cars-New-Delhi_3f1b26f4-b448-4ead-80f1-5f921ef17f55.htm
New Delhi,2017 BMW X1 sDrive 20d xLine,"₹15.50 Lakh
Compare","77,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive-20d-xline-cars-New-Delhi_36ecea5f-b461-43a0-99a5-017d16ef16a6.htm
New Delhi,2024 Audi A4 Technology BSVI,"₹41 Lakh
Compare","8,500 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a4-technology-bsvi-cars-New-Delhi_1330c5e2-6dce-458f-9c47-86b16922ac69.htm?adId=2237&adType=41
New Delhi,2018 Audi Q3 35 TDI Quattro Premium Plus,"₹18 Lakh
Compare","55,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-q3-35-tdi-quattro-premium-plus-cars-New-Delhi_c0ff460f-42c6-4c70-a78a-0d0c901f6a91.htm
New Delhi,2016 BMW 7 Series 740Li,"₹48.90 Lakh
Compare","55,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-7-series-740li-cars-New-Delhi_24f4e533-6996-4082-bfc2-6f07ee1d9480.htm
New Delhi,2018 BMW X3 xDrive 20d xLine,"₹36.90 Lakh
Compare","33,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-x3-xdrive-20d-xline-cars-New-Delhi_7dc6e198-8f59-4f7b-b0e5-58e57ae73050.htm
New Delhi,2024 Audi Q3 Bold Edition,"₹40 Lakh
Compare","8,900 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-q3-bold-edition-cars-New-Delhi_ea8df429-5a08-4d5d-8ae2-bc24b3e0f522.htm?adId=2238&adType=41
New Delhi,2016 BMW 5 Series 520i Luxury Line,"₹24.90 Lakh
Compare","51,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520i-luxury-line-cars-New-Delhi_8e9dfd8e-93dd-42bf-92b2-2ae0675498da.htm
New Delhi,2017 Mercedes-Benz GLC 220,"₹29.90 Lakh
Compare","78,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-glc-220-cars-New-Delhi_9eb60276-7c78-4886-9367-fb934a142a04.htm
New Delhi,2017 Mercedes-Benz GLC 220,"₹29.90 Lakh
Compare","79,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-glc-220-cars-New-Delhi_c3c247f7-d301-47b7-b794-b4df30927b53.htm
New Delhi,2021 Mercedes-Benz AMG G 63 4MATIC,"₹2.90 Crore
Compare","34,899 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-amg-g-63-4matic-cars-New-Delhi_a89db383-b98b-4cd0-825c-3247a29a4fba.htm?adId=4009&adType=41
New Delhi,2020 Kia Sonet HTX Turbo iMT BSVI,"₹8.50 Lakh
Compare","27,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-sonet-htx-turbo-imt-bsvi-cars-New-Delhi_a8bd7ff2-6194-47de-8a58-673c1a454a72.htm
New Delhi,2017 Mercedes-Benz GLC 300 4MATIC Sport,"₹31.50 Lakh
Compare","56,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-glc-300-4matic-sport-cars-New-Delhi_6c96127f-804e-4bc5-a7af-277bf8c06b1b.htm
New Delhi,2015 BMW 5 Series 520d Prestige Plus,"₹8.95 Lakh
Compare","1,24,550 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-prestige-plus-cars-New-Delhi_90f2f82a-4850-431c-b479-70b855dbe32e.htm
New Delhi,2024 Audi Q3 Sportback Technology,"₹42 Lakh
Compare","5,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-q3-sportback-technology-cars-New-Delhi_d7113edb-2d11-4747-b6d0-4c699bb025fd.htm?adId=1864&adType=41
New Delhi,2020 Kia Seltos HTX IVT G,"₹12.50 Lakh
Compare","80,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-ivt-g-cars-New-Delhi_c7dd0f75-56c7-4b24-bb7d-bd20e0fe6947.htm
New Delhi,2018 BMW 5 Series 520d Sport Line,"₹31.90 Lakh
Compare","39,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-sport-line-cars-New-Delhi_5d37d496-e4f5-464f-8964-39bfa0cbf16c.htm
New Delhi,2016 Mercedes-Benz GLE 250d,"₹29.90 Lakh
Compare","99,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gle-250d-cars-New-Delhi_f916efae-4a0c-47c6-aed7-24c29dfe7a1f.htm
New Delhi,2019 Toyota Innova Crysta 2.7 GX MT 8S BSIV,"₹14 Lakh
Compare","30,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-27-gx-mt-8s-bsiv-cars-New-Delhi_60ac7d07-71b3-494f-a259-2ccf41854f18.htm?adId=3962&adType=41
New Delhi,2017 Hyundai Creta 1.6 VTVT E Plus,"₹6.25 Lakh
Compare","41,001 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-vtvt-e-plus-cars-New-Delhi_cacc5a27-90f1-4675-9e24-80d0d07d7147.htm
New Delhi,2019 Hyundai Venue S BSIV,"₹6.30 Lakh
Compare","52,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-venue-s-bsiv-cars-New-Delhi_bac1eff5-8ab1-4f49-b8b9-b64097caea8f.htm
New Delhi,2023 Kia Carnival Limousine Plus,"₹32.95 Lakh
Compare","38,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Kia-carnival-limousine-plus-cars-New-Delhi_c622939e-7f7a-4694-b049-cd0f95b592fd.htm
New Delhi,2014 Land Rover Range Rover Sport HSE,"₹45 Lakh
Compare","1,50,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Land-rover-range-rover-sport-hse-cars-New-Delhi_5e5f98a5-8e40-43ae-82e4-693f1c78f35f.htm?adId=3442&adType=41
New Delhi,2021 Kia Sonet HTK Plus BSVI,"₹7.25 Lakh
Compare","65,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-sonet-htk-plus-bsvi-cars-New-Delhi_6e7ca306-218a-41f1-a0ee-0351b5b593f4.htm
New Delhi,2021 Kia Seltos GTX Plus,"₹11.50 Lakh
Compare","50,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-gtx-plus-cars-New-Delhi_14082cb6-4424-4f98-9c62-1ba2c0586475.htm
New Delhi,2021 Kia Seltos HTX G,"₹11.75 Lakh
Compare","27,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-g-cars-New-Delhi_33a88b6e-ec55-47b0-9d79-04e657398bea.htm
New Delhi,2021 Maruti Baleno Delta,"₹5.45 Lakh
Compare","67,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-baleno-delta-cars-New-Delhi_de592ccb-3af0-49d7-b61b-0feef38e639f.htm?adId=4040&adType=41
New Delhi,2021 MG Hector Plus Sharp CVT,"₹14.45 Lakh
Compare","90,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mg-hector-plus-sharp-cvt-cars-New-Delhi_75256ce7-2533-4444-b4a3-58d5df77a0ce.htm
New Delhi,2019 Kia Seltos GTK,"₹11.50 Lakh
Compare","28,500 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-gtk-cars-New-Delhi_2ffea26b-48d5-41d8-a955-df279aed7d88.htm
New Delhi,2019 Jeep Compass 1.4 Limited Plus BSIV,"₹12.75 Lakh
Compare","85,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-plus-bsiv-cars-New-Delhi_29d5c7be-3dfb-46ae-be04-9f7754cdc8b8.htm
New Delhi,2017 Audi A4 30 TFSI Technology,"₹24 Lakh
Compare","64,500 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a4-30-tfsi-technology-cars-New-Delhi_06295567-2882-478a-9ab5-b25aee525b72.htm?adId=1839&adType=41
New Delhi,2018 Toyota Innova Crysta 2.4 VX MT 8S BSIV,"₹15.65 Lakh
Compare","55,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-24-vx-mt-8s-bsiv-cars-New-Delhi_f988921d-1b31-42b5-8872-a9a06b6eeb56.htm
New Delhi,2018 Mercedes-Benz C-Class C 220 CDI Avantgarde,"₹22.50 Lakh
Compare","40,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-c-220-cdi-avantgarde-cars-New-Delhi_cb9cac9f-6ed3-4df3-b065-110b7665c821.htm
New Delhi,2021 Kia Sonet HTX Turbo iMT BSVI,"₹7.70 Lakh
Compare","62,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-sonet-htx-turbo-imt-bsvi-cars-New-Delhi_581920df-99a7-4df9-9428-196300f3f12b.htm
New Delhi,2017 Audi Q3 30 TDI,"₹14 Lakh
Compare","1,48,700 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Audi-q3-30-tdi-cars-New-Delhi_7b5b613c-b029-4f60-b499-358b277d9f7b.htm?adId=1844&adType=41
New Delhi,2017 Lexus ES 300h,"₹33.75 Lakh
Compare","24,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Lexus-es-300h-cars-New-Delhi_4fbf3134-76f9-4699-b5ac-9e645e76fc00.htm
New Delhi,2017 Hyundai i20 Sportz 1.2,"₹5.15 Lakh
Compare","35,123 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-i20-sportz-12-cars-New-Delhi_8bd20202-9e4f-4d33-9c73-3791baeba487.htm
New Delhi,2019 Mercedes-Benz GLS 350d Grand Edition,"₹59.90 Lakh
Compare","66,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gls-350d-grand-edition-cars-New-Delhi_e1ffea1b-88e6-4de5-b4f3-ff3d4eae46a0.htm
New Delhi,2018 Skoda Rapid 1.5 TDI Ambition BSIV,"₹5.25 Lakh
Compare","51,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Skoda-rapid-15-tdi-ambition-bsiv-cars-New-Delhi_f3d20902-36e4-4d11-aff2-47d1a75b5c70.htm?adId=3379&adType=41
New Delhi,2018 Mercedes-Benz GLE 250d,"₹32 Lakh
Compare","79,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gle-250d-cars-New-Delhi_a8ddf53e-7864-47de-8062-e88e979ef6bc.htm
New Delhi,2023 MG Astor Smart Blackstorm CVT,"₹13.53 Lakh
Compare","12,054 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mg-astor-smart-blackstorm-cvt-cars-New-Delhi_7ea8d674-5247-43e1-b981-b5758ed2d0ed.htm
New Delhi,2019 Kia Seltos HTK G,"₹7.95 Lakh
Compare","57,850 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-htk-g-cars-New-Delhi_9c0e0b83-80a0-457b-838e-1c96faa6dcb8.htm
New Delhi,2019 Mercedes-Benz E-Class Exclusive E 200,"₹43.95 Lakh
Compare","20,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-exclusive-e-200-cars-New-Delhi_d06d7f75-be81-4ad6-ba57-0861f7eb621a.htm?adId=4101&adType=41
New Delhi,2017 Hyundai Creta 1.6 SX Automatic,"₹7.99 Lakh
Compare","1,25,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-sx-automatic-cars-New-Delhi_41aec170-b21e-4017-8494-be351d52a569.htm
New Delhi,2017 Jeep Compass 2.0 Longitude BSIV,"₹10.50 Lakh
Compare","39,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-longitude-bsiv-cars-New-Delhi_dc534f49-0830-435e-874a-5ef69c46b428.htm
New Delhi,2017 Mercedes-Benz C-Class C 220 CDI Avantgarde,"₹20 Lakh
Compare","64,596 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-c-220-cdi-avantgarde-cars-New-Delhi_00ab53e1-2e60-405b-b9b1-2d3905689c57.htm
New Delhi,2022 Audi RS e-tron GT Quattro,"₹1.45 Crore
Compare","5,000 kms",Electric,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-rs-e-tron-gt-quattro-cars-New-Delhi_46805950-b206-446d-ae45-08d00742cb63.htm?adId=3432&adType=41
New Delhi,2020 Maruti Baleno Zeta,"₹6.25 Lakh
Compare","35,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-baleno-zeta-cars-New-Delhi_6e028ec8-b7dc-4f2c-a553-85b6353acf37.htm
New Delhi,2018 BMW 6 Series GT 630d Luxury Line,"₹29.95 Lakh
Compare","40,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-6-series-gt-630d-luxury-line-cars-New-Delhi_a6dedfee-7254-40e2-9754-c242baa46eaa.htm
New Delhi,2022 MG Hector Hybrid Sharp MT,"₹13.25 Lakh
Compare","20,163 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Mg-hector-hybrid-sharp-mt-cars-New-Delhi_74a9b68c-f829-4458-b20a-aa0922c69d55.htm
New Delhi,2024 Audi S5 Sportback 3.0L TFSI,"₹65 Lakh
Compare","5,100 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-s5-sportback-30l-tfsi-cars-New-Delhi_d902460c-4c3e-45f2-ac52-cbc733f72ccd.htm?adId=3434&adType=41
New Delhi,2023 BMW 2 Series 220i M Sport,"₹37 Lakh
Compare","32,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-2-series-220i-m-sport-cars-New-Delhi_41f185cd-c573-4461-805e-1ad712a4b79a.htm
New Delhi,2018 Mercedes-Benz GLA Class 200 d Sport,"₹18.49 Lakh
Compare","51,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gla-class-200-d-sport-cars-New-Delhi_20f3043c-38dd-4823-b536-020a711cc367.htm
New Delhi,2020 Maruti Baleno Delta,"₹5.90 Lakh
Compare","57,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-baleno-delta-cars-New-Delhi_94ad4f17-8303-43b2-a6f9-8d0f270bc02e.htm
New Delhi,2015 Audi A4 2.0 TDI Premium Plus,"₹8 Lakh
Compare","99,896 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-a4-20-tdi-premium-plus-cars-New-Delhi_f1e06f30-b938-44be-9412-44614c78d73c.htm?adId=1842&adType=41
New Delhi,2019 Jeep Compass 1.4 Limited Plus BSIV,"₹13.45 Lakh
Compare","27,219 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-plus-bsiv-cars-New-Delhi_1b3d3be9-a46a-4827-b639-c9118a7776fe.htm
New Delhi,2021 Maruti XL6 Alpha AT,"₹9.95 Lakh
Compare","50,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Maruti-xl6-alpha-at-cars-New-Delhi_a1d39579-eb36-489e-9573-734481e23d4f.htm
New Delhi,2018 Maruti Baleno 1.2 CVT Zeta,"₹5.20 Lakh
Compare","48,001 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Maruti-baleno-12-cvt-zeta-cars-New-Delhi_f675de63-cf74-4150-a2c3-b56c1b13ad6e.htm
New Delhi,2016 Toyota Innova Crysta 2.7 VX MT BSIV,"₹9.75 Lakh
Compare","48,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-27-vx-mt-bsiv-cars-New-Delhi_191fe868-160d-486f-8767-d7caecb785eb.htm?adId=3459&adType=41
New Delhi,2021 Hyundai Creta E Diesel,"₹10.50 Lakh
Compare","43,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-creta-e-diesel-cars-New-Delhi_e045655a-d919-4acc-b05e-ae53d9c34318.htm
New Delhi,2023 Kia Seltos HTK Plus iMT,"₹12.75 Lakh
Compare","35,003 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Kia-seltos-htk-plus-imt-cars-New-Delhi_e82b5b66-c8ad-4302-8343-a48fa575d7d6.htm
New Delhi,2019 Hyundai Venue SX Diesel BSIV,"₹7.97 Lakh
Compare","33,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Hyundai-venue-sx-diesel-bsiv-cars-New-Delhi_2d112c43-cbfc-4b2c-a524-882849a57d7d.htm
New Delhi,2016 Audi Q3 35 TDI Quattro Premium Plus,"₹10 Lakh
Compare","50,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-q3-35-tdi-quattro-premium-plus-cars-New-Delhi_439d79ed-5954-4593-8534-fc608ae16985.htm?adId=3696&adType=41
New Delhi,2021 Maruti Swift VXI BSVI,"₹5.40 Lakh
Compare","52,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-swift-vxi-bsvi-cars-New-Delhi_ab2b9b67-2d3c-4f07-8b78-b2a5f892e61b.htm
